challenge_name,AdminID,Grade,Subject,ScaleForm,theta,RawScore,scaledscore,perflevel,LowScaledScore,HighScaledScore,GrowthTheta,Information,StandardErrorTheta,StandardErrorScaleScore,GrowthThetaLow,GrowthThetaHigh,GrowthThetaSe,scaleScoreUnrounded,scaleScoreUnroundedConstrained,
Operational,4,03,ela,01,-3.71066647412835,12,210,1,204.491795782253,215.03270882458,-3.32181138345178,1.48228586602244,0.821360883643101,4.92325799087709,-4.04883439380699,-2.59478837309658,0.727023010355208,210.186698055739,210.186698055739,
Operational,4,03,ela,01,-3.35671197502643,13,212,1,207.376965169042,215.54310545637,-3.00851053045224,1.91490527292743,0.722647246925422,4.33156594605599,-3.64815771520046,-2.36886334570401,0.639647184748225,211.035589560384,211.035589560384,
Operational,4,03,ela,01,-3.07861908556579,14,212,1,207.376965169042,215.54310545637,-2.76235815860163,2.44344648992943,0.6397327491629,3.8345743412716,-3.32861403757203,-2.19610227963124,0.566255878970396,211.884481065029,211.884481065029,
Operational,4,03,ela,01,-2.85036580995289,15,214,1,210.409028778704,216.864116605253,-2.56032104329188,3.09489800861801,0.568429788783391,3.40718258637749,-3.06346350411114,-2.05717858247261,0.503142460819265,213.05672592428,213.05672592428,
Operational,4,03,ela,01,-2.65689089786141,16,214,1,210.409028778704,216.864116605253,-2.38906780270284,3.86753484548332,0.508490545481644,3.04790524017182,-2.83915537623509,-1.93898022917059,0.450087573532248,214.216419459677,214.216419459677,
Operational,4,03,ela,01,-2.48857371199154,17,216,1,213.563146324033,218.624535556577,-2.24008278332516,4.73952551850906,0.459338202990015,2.75328485130095,-2.64666343472864,-1.83350213192168,0.406580651403483,215.225316945348,215.225316945348,
Operational,4,03,ela,01,-2.33895452273875,18,216,1,213.563146324033,218.624535556577,-2.10764819148656,5.67928076442529,0.419617247212307,2.51519643385588,-2.47907006016885,-1.73622632280427,0.371421868682289,216.122138164554,216.122138164554,
Operational,4,03,ela,01,-2.20349804839359,19,216,1,213.563146324033,218.624535556577,-1.98774964784796,6.65446986264351,0.387653106633497,2.32360256365823,-2.33087863556914,-1.64462066012678,0.343128987721183,216.934067711014,216.934067711014,
Operational,4,03,ela,01,-2.07890911060253,20,218,1,215.922730212692,220.40737832507,-1.87747044364718,7.6370650905749,0.361856813050944,2.16897892495753,-2.19776598581491,-1.55717490147944,0.320295542167738,217.680856967441,217.680856967441,
Operational,4,03,ela,01,-1.96276447701961,21,218,1,215.922730212692,220.40737832507,-1.77466566827301,8.60418573330796,0.340914216107344,2.31566918742064,-2.07642398742732,-1.47290734911869,0.301758319154318,218.377030850045,218.377030850045,
Operational,4,03,ela,01,-1.85319251666866,22,220,2,217.790108605562,223.474633793019,-1.67767865799376,9.53732383026923,0.323807374678603,2.57194737895544,-1.96429495175964,-1.39106236422788,0.286616293765881,219.033807962416,219.033807962416,
Operational,4,03,ela,01,-1.74872962972978,23,220,2,217.790108605562,223.474633793019,-1.58521391558255,10.4199369489878,0.309790042669525,2.83890711622837,-1.85942284601115,-1.31100498515395,0.274208930428603,219.659961159037,219.659961159037,
Operational,4,03,ela,01,-1.64819257040652,24,220,2,217.790108605562,223.474633793019,-1.49622409761452,11.2354841394603,0.298334929714369,3.11593328600171,-1.7602935986273,-1.23215459660174,0.26406950101278,220.602578123707,220.602578123707,
Operational,4,03,ela,01,-1.55057517936241,25,222,2,219.114944406007,225.92167728207,-1.40981860775831,11.9663182627093,0.289081117768899,3.40336643803133,-1.66569714868054,-1.15394006683608,0.255878540922234,221.945320779059,221.945320779059,
Operational,4,03,ela,01,-1.45500274104479,26,224,2,220.244086465588,227.747263633361,-1.32522319641553,12.5932899143333,0.281793128871579,3.70227571535293,-1.57465081456668,-1.07579557826437,0.249427618151157,223.259934786179,223.259934786179,
Operational,4,03,ela,01,-1.36066379112703,27,224,2,220.244086465588,227.747263633361,-1.24171960045811,13.0965817762147,0.27632553559097,3.80090145242049,-1.4863076088769,-0.997131592039321,0.244588008418788,224.55758196524,224.55758196524,
Operational,4,03,ela,01,-1.26678973911077,28,226,2,222.099176490856,229.598492309398,-1.15862750628826,13.4569885463839,0.272600130003976,3.74965790927064,-1.39991799270595,-0.917337019870564,0.241290486417695,225.848834400127,225.848834400127,
Operational,4,03,ela,01,-1.17260801596936,29,228,2,224.079631132591,231.519734448637,-1.07526307873602,13.6577665030297,0.270589012791983,3.72199467389247,-1.31477343595746,-0.835752721514591,0.239510357221433,227.144318900009,227.144318900009,
Operational,4,03,ela,01,-1.07731810627532,30,228,2,224.079631132591,231.519734448637,-0.990917746030428,13.686330622586,0.270306498284559,3.7181086421535,-1.2301780371095,-0.751657454951352,0.239260291079076,228.45504668122,228.45504668122,
Operational,4,03,ela,01,-0.980062781636397,31,230,2,226.054057433817,233.531560677974,-0.904832737235701,13.535613639157,0.271807242925078,3.7387516220781,-1.14542140407268,-0.664244070398718,0.240588666836983,229.792809055896,229.792809055896,
Operational,4,03,ela,01,-0.879882658867309,32,232,2,228.064821465015,235.710059695412,-0.816158859670106,13.2047477719597,0.275191455341749,3.78530199919874,-1.05974304327426,-0.572574676065955,0.243584183604151,231.170802491509,231.170802491509,
Operational,4,03,ela,01,-0.775683480769631,33,232,2,228.064821465015,235.710059695412,-0.723927537670567,12.699040799763,0.280617364008144,3.85993623119867,-0.972314434103041,-0.475540641238094,0.248386896432473,232.604078668918,232.604078668918,
Operational,4,03,ela,01,-0.666190695132229,34,234,2,230.144266150622,238.076072360184,-0.62701060844793,12.0294834698962,0.28832115571758,3.96590310478101,-0.882216473194187,-0.371804743701672,0.255205864746257,234.110169255403,234.110169255403,
Operational,4,03,ela,01,-0.549848241826247,35,236,2,231.602504402106,239.81845180625,-0.524030734047947,11.2118135994339,0.298649688140633,4.10797370207197,-0.788378841728216,-0.259682626367679,0.264348107680269,235.710478104178,235.710478104178,
Operational,4,03,ela,01,-0.424691657723228,36,238,2,233.138932365631,241.836256245567,-0.41324908087649,10.2657412091693,0.312107959295421,4.34866193996791,-0.689509702293391,-0.136988459459589,0.276260621416901,237.432026716324,237.432026716324,
Operational,4,03,ela,01,-0.288251290435197,37,240,3,234.777665301114,244.087278942,-0.292479649880775,9.21552331917914,0.329412442173781,4.65480682044264,-0.584057237914182,-0.000902061847368477,0.291577588033407,239.308785551098,239.308785551098,
Operational,4,03,ela,01,-0.137231464883767,38,242,3,236.550141243971,246.622866790568,-0.158805292625375,8.09036865127324,0.351573266679558,5.03636277329858,-0.469998411012117,0.152387825761367,0.311193118386742,241.475381187646,241.475381187646,
Operational,4,03,ela,01,0.032755828204656,39,244,3,238.497936641581,249.5272571386,-0.00834198714736763,6.92681780650225,0.379955834361749,5.5146602485099,-0.344657777198716,0.327973802903981,0.336315790051349,243.964214175764,243.964214175764,
Operational,4,03,ela,01,0.227668017931343,40,246,3,240.722916166173,252.913043363296,0.164183451733401,5.77034938084633,0.416292843781741,6.09506359856135,-0.204295839772575,0.532662743239376,0.368479291505975,246.817979764734,246.817979764734,
Operational,4,03,ela,01,0.455563642865958,41,250,3,243.383185035994,256.926145648222,0.365903994537748,4.67510482659787,0.462492104907572,6.77148030611379,-0.0434683155776728,0.77527630465317,0.409372310115421,250.154665342108,250.154665342108,
Operational,4,03,ela,01,0.727135523387775,42,254,3,246.516424784606,261.273496089604,0.606284331654688,3.69731880273785,0.520063710599176,7.37853565249902,0.145952835492759,1.06661582781662,0.460331496161929,254.130827575224,254.130827575224,
Operational,4,03,ela,01,1.05634739767685,43,258,3,250.318015819575,265.533913620478,0.897684388142311,2.87637428338441,0.589626917199847,7.60794890045102,0.375779407194423,1.4195893690902,0.521904980947888,258.950913582384,258.950913582384,
Operational,4,03,ela,01,1.46271086033394,44,264,4,255.035185647719,270.774770736417,1.25737474326238,2.20256171375589,0.673807680594719,7.86979254434907,0.660957628566554,1.85379185795821,0.596417114695827,263.575970730063,263.575970730063,
Operational,4,03,ela,01,1.98295576985252,45,270,4,260.683791897659,277.584493782951,1.71786662663837,1.59844909996333,0.790952848231684,8.4503509426462,1.01775911942441,2.41797413385232,0.700107507213958,269.134142840305,269.134142840305,
Operational,4,03,ela,01,2.71529576010583,46,276,4,266.218322238865,280,2.36609328914499,0.989560852322323,1.00526079854804,10,1.47629229361811,3.25589428467188,0.889800995526885,276.958288035319,276.958288035319,
Operational,4,03,ela,01,3.95022401919592,47,280,4,270,280,3.45918315789326,0.495626990453529,1.42043879618491,10,2.20188967071472,4.71647664507181,1.25729348717854,290.15196601705,280,
Operational,4,03,ela,01,3.99999999999992,48,280,4,270,280,3.50324208999993,0.485030543573378,1.43587110492208,10,2.23228878071607,4.77419539928378,1.27095330928386,290.68376068376,280,
Operational,4,04,ela,01,-7.13123920921515,0,200,1,200,210.269845986662,-8.01340977584603,0.163352709480694,2.4742115436726,10,-10.6825717682365,-5.34424778345551,2.66916199239052,200,200,
Operational,4,04,ela,01,-6.91730432976471,1,200,1,200,210.269845986662,-7.78261833421038,0.212727334267522,2.16814513834672,10,-10.1215980435489,-5.44363862487185,2.33897970933852,200.539691973323,200.539691973323,
Operational,4,04,ela,01,-6.70336945031426,2,202,1,200,210.03084762067,-7.55182689257473,0.276051452781281,1.90329006869771,9.7278564311936,-9.60508281762044,-5.49857096752901,2.05325592504571,201.079383946647,201.079383946647,
Operational,4,04,ela,01,-6.48943457086382,3,202,1,200,210.03084762067,-7.32103545093908,0.356348372307663,1.67518436246227,8.56199128121536,-9.12821254619028,-5.51385835568788,1.8071770952512,201.61907591997,201.61907591997,
Operational,4,04,ela,01,-6.27549969141338,4,202,1,200,210.03084762067,-7.09024400930343,0.456635971449789,1.47984060617434,7.56357488260552,-8.6866856356866,-5.49380238292025,1.59644162638317,202.158767893293,202.158767893293,
Operational,4,04,ela,01,-6.06156481196294,5,202,1,200,210.03084762067,-6.85945256766778,0.579462601048853,1.31367306146748,6.71428026114071,-8.27663381680686,-5.44227131852869,1.41718124913909,202.698459866616,202.698459866616,
Operational,4,04,ela,01,-5.8476299325125,6,204,1,200.092321242415,209.243159327227,-6.62866112603213,0.726269800374382,1.17341330192193,5.99740224744606,-7.89453113414245,-5.3627911179218,1.26587000811032,203.23815183994,203.23815183994,
Operational,4,04,ela,01,-5.63369505306205,7,204,1,200.092321242415,209.243159327227,-6.39786968439648,0.896729084792963,1.05601326112836,5.39736194847177,-7.53708935511238,-5.25865001368057,1.1392196707159,203.777843813263,203.777843813263,
Operational,4,04,ela,01,-5.41976017361161,8,204,1,200.092321242415,209.243159327227,-6.16707824276083,1.08837641863344,0.958540435839312,4.89917112304312,-7.20114491586107,-5.13301156966058,1.03406667310024,204.317535786586,204.317535786586,
Operational,4,04,ela,01,-5.20582529416117,9,204,1,200.092321242415,209.243159327227,-5.93628680112518,1.29696936395972,0.878082134741627,4.48794279024803,-6.88355562550813,-4.98901797674222,0.947268824382956,204.85722775991,204.85722775991,
Operational,4,04,ela,01,-4.99189041471073,10,206,1,202.05619997541,209.817023437702,-5.70549535948953,1.51780550071193,0.811693258175245,4.14862432771442,-6.58114433127675,-4.8298463877023,0.875648971787223,205.396919733233,205.396919733233,
Operational,4,04,ela,01,-4.77795553526029,11,206,1,202.05619997541,209.817023437702,-5.47470391785387,1.7476647635761,0.756433815015059,3.86618922317051,-6.29073939144163,-4.65866844426612,0.816035473587754,205.936611706556,205.936611706556,
Operational,4,04,ela,01,-4.56402065580985,12,206,1,202.05619997541,209.817023437702,-5.24391247621822,1.98640475449938,0.709522426240873,3.62642164255395,-6.00934027389948,-4.47848467853697,0.765427797681251,206.476303679879,206.476303679879,
Operational,4,04,ela,01,-4.3500857763594,13,208,1,204.692793528055,210.958273698321,-5.01312103458257,2.23726324909868,0.668561641807557,3.41706804121404,-5.73436062642205,-4.2918814427431,0.721239591839472,207.015995653203,207.015995653203,
Operational,4,04,ela,01,-4.13615089690896,14,208,1,204.692793528055,210.958273698321,-4.78232959294692,2.50590018729682,0.631710529252231,3.22871927705889,-5.46381446403039,-4.10084472186345,0.681484871083471,207.555687626526,207.555687626526,
Operational,4,04,ela,01,-3.90010641303542,15,208,1,204.692793528055,210.958273698321,-4.52768646573336,2.83131727703856,0.594300000280133,3.03751129418711,-5.16881312156927,-3.88655980989746,0.641126655835905,208.095379599849,208.095379599849,
Operational,4,04,ela,01,-3.64982712713679,16,208,1,204.692793528055,210.958273698321,-4.25768693432237,3.22142144152808,0.55715525042808,2.84766172807204,-4.85874209555407,-3.65663177309068,0.601055161231695,208.635071573173,208.635071573173,
Operational,4,04,ela,01,-3.42875153904475,17,210,1,207.539297244538,212.526370883272,-4.01919214648189,3.61702489094146,0.525804442706118,2.68742542907751,-4.58642627708417,-3.45195801587961,0.567234130602279,209.174763546496,209.174763546496,
Operational,4,04,ela,01,-3.23095261136112,18,210,1,207.539297244538,212.526370883272,-3.80580805599904,4.02315264786891,0.498559211139452,2.54817303372586,-4.34365022262087,-3.2679658893772,0.537842166621835,209.714455519819,209.714455519819,
Operational,4,04,ela,01,-3.05220119400891,19,210,1,207.539297244538,212.526370883272,-3.6129722855482,4.44304901960003,0.474416131228333,2.42477596512092,-4.12476906755335,-3.10117550354305,0.511796782005146,210.254147493142,210.254147493142,
Operational,4,04,ela,01,-2.88923611449434,20,210,1,207.539297244538,212.526370883272,-3.43716670520501,4.87958514652699,0.452697972765639,2.31377284954243,-3.92553409077816,-2.94879931963187,0.488367385573145,210.987969696163,210.987969696163,
Operational,4,04,ela,01,-2.73948133670863,21,212,1,209.941499533184,214.273796049176,-3.27561230535318,5.33573441387464,0.432915263068958,2.21266195587768,-3.74263824299561,-2.80858636771076,0.467025937642424,211.753377450947,211.753377450947,
Operational,4,04,ela,01,-2.60085280637002,22,212,1,209.941499533184,214.273796049176,-3.12606082290737,5.81436589187734,0.414714118785538,2.11963456011466,-3.5734514942511,-2.67867015156364,0.447390671343728,212.461918131414,212.461918131414,
Operational,4,04,ela,01,-2.4716526515199,23,214,1,212.097844032457,215.936970330506,-2.98668060555335,6.31741652831146,0.397859968434965,2.03349175005299,-3.41588913816895,-2.55747207293774,0.429208532615603,213.122269686828,213.122269686828,
Operational,4,04,ela,01,-2.35047890504627,24,214,1,212.097844032457,215.936970330506,-2.85595922104195,6.84494051656027,0.382221542489549,1.95356259741943,-3.26829712985779,-2.4436213122261,0.412337908815845,213.74159767488,213.74159767488,
Operational,4,04,ela,01,-2.23617801314247,25,214,1,212.097844032457,215.936970330506,-2.7326522236487,7.39424886530694,0.367750242957098,1.87959871427847,-3.12937859642136,-2.33592585087604,0.396726372772657,214.325797994466,214.325797994466,
Operational,4,04,ela,01,-2.12775356602432,26,214,1,212.097844032457,215.936970330506,-2.61568469351417,7.9597594119988,0.354445959042433,1.81159953434778,-2.99805849847515,-2.23331088855319,0.38237380496098,214.879963369751,214.879963369751,
Operational,4,04,ela,01,-2.02437241518602,27,216,1,214.4775371881,217.822276227351,-2.50415783589651,8.53297613126913,0.342333763495807,1.74969320630986,-2.87346508958376,-2.13485058220926,0.369307253687248,215.408352084423,215.408352084423,
Operational,4,04,ela,01,-1.92529878957114,28,216,1,214.4775371881,217.822276227351,-2.39727790616057,9.10333380605725,0.331436066440362,1.69399426996299,-2.75482880099509,-2.03972701132605,0.357550894834518,215.914724718815,215.914724718815,
Operational,4,04,ela,01,-1.82988747277842,29,216,1,214.4775371881,217.822276227351,-2.29434884939567,9.6590964088645,0.321759775012821,1.64453802819428,-2.64146102916892,-1.94723666962241,0.347112179773255,216.402379021717,216.402379021717,
Operational,4,04,ela,01,-1.73757967563647,30,216,1,214.4775371881,217.822276227351,-2.19476784777813,10.1883688682396,0.313290820356419,1.60125257403534,-2.53274377889797,-1.85679191665829,0.337975931119839,216.874171005947,216.874171005947,
Operational,4,04,ela,01,-1.64785439013128,31,218,1,216.474370134209,219.595525338598,-2.09797284153087,10.6803182462581,0.305990471711146,1.56393995170475,-2.42807320793394,-1.7678724751278,0.330100366403073,217.332763582033,217.332763582033,
Operational,4,04,ela,01,-1.56025371032479,32,218,1,216.474370134209,219.595525338598,-2.003469844952,11.1257601028011,0.299802433945422,1.5323124326178,-2.32689459978339,-1.68004509012062,0.323424754831384,217.78049714112,217.78049714112,
Operational,4,04,ela,01,-1.47436678870292,33,218,1,216.474370134209,219.595525338598,-1.91081563863616,11.5177069013749,0.294657153252224,1.50601452211808,-2.22868970088364,-1.59294157638867,0.317874062247484,218.219471555265,218.219471555265,
Operational,4,04,ela,01,-1.38980700958546,34,218,1,216.474370134209,219.595525338598,-1.81959314430964,11.8516149574999,0.290476653998071,1.64004350233712,-2.13295731339664,-1.50622897522264,0.313364169086998,218.651662845829,218.651662845829,
Operational,4,04,ela,01,-1.30623557641323,35,220,2,218.045560424673,223.143097233832,-1.7294368706299,12.1251465276419,0.287181528193282,2.0909472414066,-2.03924628119968,-1.41962746006013,0.309809410569772,219.078802627105,219.078802627105,
Operational,4,04,ela,01,-1.22332967093646,36,220,2,218.045560424673,223.143097233832,-1.63999856354204,12.3379564073248,0.284694045820759,2.54680697056448,-1.9471244956427,-1.33287263144138,0.307125932100659,219.502540847064,219.502540847064,
Operational,4,04,ela,01,-1.14079581720601,37,220,2,218.045560424673,223.143097233832,-1.55096162325849,12.4911633728576,0.282942740535988,3.00855100176751,-1.85619825954888,-1.24572498696811,0.305236636290388,219.924377483007,219.924377483007,
Operational,4,04,ela,01,-1.05835807736599,38,222,2,219.117351589002,226.547893536062,-1.4620283699632,12.5868594473655,0.281865101949289,3.47710341603778,-1.76610245733391,-1.15795428259249,0.30407408737071,221.133980262096,221.133980262096,
Operational,4,04,ela,01,-0.975753406696874,39,222,2,219.117351589002,226.547893536062,-1.37291503286485,12.6275965486138,0.2814100809658,3.95343853102285,-1.67649824680238,-1.06933181892733,0.303583213937525,222.518802905333,222.518802905333,
Operational,4,04,ela,01,-0.89272910072479,40,224,2,219.753292526583,228.630528118861,-1.28334899615631,12.615935781044,0.281540103014878,4.43861779613911,-1.58707247696489,-0.97962551534772,0.303723480808585,223.910660507548,223.910660507548,
Operational,4,04,ela,01,-0.809035629901607,41,226,2,221.281070271838,230.764954656499,-1.19306106911798,12.554102270211,0.282232594972041,4.73147686457739,-1.49753160537412,-0.888590532861847,0.304470536256136,225.313736296704,225.313736296704,
Operational,4,04,ela,01,-0.724418983123133,42,226,2,221.281070271838,230.764954656499,-1.10177722635918,12.4437636892847,0.28348110857299,4.75240752008365,-1.40759465029723,-0.795959802421119,0.305817423938056,226.732288631632,226.732288631632,
Operational,4,04,ela,01,-0.638623828025014,43,228,2,223.387770625141,232.953425417607,-1.00922201712301,12.2859767044472,0.285295654185298,4.78282739623299,-1.31699696009141,-0.701447074154614,0.307774942968398,228.170598021374,228.170598021374,
Operational,4,04,ela,01,-0.551373444917756,44,230,2,224.81012386575,234.45648317808,-0.915096918156849,12.0812598626329,0.287702666490248,4.8231796561651,-1.22546852905205,-0.604725307261644,0.310371610895205,229.633303521915,229.633303521915,
Operational,4,04,ela,01,-0.46237424190569,45,232,2,226.983237420104,236.794092277825,-0.819085204590821,11.8298489326331,0.290743758698319,4.87416192285529,-1.13273752434776,-0.505432884833879,0.313652319756942,231.125327042654,231.125327042654,
Operational,4,04,ela,01,-0.371308041612845,46,232,2,226.983237420104,236.794092277825,-0.720843628912016,11.5320595032661,0.294473733564765,4.93669293486614,-1.03851981929213,-0.403167438531906,0.317676190380111,232.652002655275,232.652002655275,
Operational,4,04,ela,01,-0.277817514539669,47,234,2,229.207448197973,239.23119339332,-0.619986706572275,11.1886852975385,0.298958200451219,5.01187259767342,-0.942500708254361,-0.297472704890189,0.322514001682086,234.219320795647,234.219320795647,
Operational,4,04,ela,01,-0.181512513836807,48,236,2,230.732905666159,240.740958795216,-0.516093549897538,10.8014657411739,0.304269663176826,5.00402656452874,-0.84433752017,-0.187849579625076,0.328243970272462,235.833822064764,235.833822064764,
Operational,4,04,ela,01,-0.0819512418443562,49,238,2,232.29781218827,242.146618196425,-0.408687550682998,10.3733927183372,0.310484261125352,4.9244030040777,-0.743635785465344,-0.0737393159006509,0.334948234782347,237.502912961536,237.502912961536,
Operational,4,04,ela,01,0.0213544788769011,50,240,3,234.741940020731,244.384744051063,-0.297242066544485,9.90896688147776,0.317677028357976,4.85297137566161,-0.639949807973112,0.0454656748841427,0.342707741428628,239.234777516796,239.234777516796,
Operational,4,04,ela,01,0.128954233202243,51,240,3,234.741940020731,244.384744051063,-0.181164209188177,9.41418371476911,0.325918239247925,4.78983265467053,-0.532762510898515,0.170434092522162,0.351598301710339,240.823312069133,240.823312069133,
Operational,4,04,ela,01,0.241460404707928,52,242,3,237.304128494306,246.773814547913,-0.059793343523797,8.89637004404088,0.335269140022544,4.73484302680338,-0.421479331150103,0.301892644102508,0.361685987626306,242.318410693793,242.318410693793,
Operational,4,04,ela,01,0.359550751647933,53,244,3,239.107671269758,248.482776239931,0.0676016912809481,8.36382391727886,0.34577816040684,4.68755248508603,-0.305421353541923,0.440624736103819,0.373023044822871,243.887717629873,243.887717629873,
Operational,4,04,ela,01,0.483991434597862,54,246,3,240.790847644111,250.29198118241,0.201847423860482,7.82521247339823,0.357480149378479,4.75056676914923,-0.18379964427129,0.587494491992254,0.385647068131772,245.541414413261,245.541414413261,
Operational,4,04,ela,01,0.615613510557107,55,248,3,242.36837334656,252.212716635024,0.343840392654279,7.28909286141969,0.370393416228462,4.92217164423205,-0.0557374168329416,0.7434182021415,0.399577809487221,247.290544990792,247.290544990792,
Operational,4,04,ela,01,0.755352966546827,56,250,3,244.037572254056,254.257523202338,0.49459033387048,6.76315529965443,0.384525654429124,5.10997547414118,0.0797667653174738,0.909413902423486,0.414823568553006,249.147547728197,249.147547728197,
Operational,4,04,ela,01,0.904239096349011,57,252,3,245.812100417513,256.440101478806,0.655207642393836,6.25379735666647,0.399878539931136,5.31400053064633,0.223821489060926,1.08659379572675,0.431386153332909,251.12610094816,251.12610094816,
Operational,4,04,ela,01,1.06340364212477,58,254,3,247.706944645081,258.775544182155,0.826913233699156,5.76582733783487,0.416456057582388,5.5342997685367,0.377643371046378,1.27618309635193,0.449269862652778,253.241244413618,253.241244413618,
Operational,4,04,ela,01,1.23408453929769,59,256,3,249.738421473074,261.3494798704,1.01104258380511,5.30253685675231,0.434268323448898,5.80552919866336,0.542556974151706,1.47952819345852,0.468485609653406,255.509429093657,255.509429093657,
Operational,4,04,ela,01,1.41762009807767,60,258,3,251.924270989009,264.186817986448,1.20903945234308,4.86623097596388,0.453318706154742,6.13127349871968,0.720002423960359,1.69807648072581,0.489037028382725,257.948439841564,257.948439841564,
Operational,4,04,ela,01,1.61545611907205,61,260,4,254.284317654236,267.241139140936,1.42246355882839,4.4591054895861,0.473561215590757,6.47841074334961,0.911589053793598,1.93333806386318,0.51087450503479,260.608629118656,260.608629118656,
Operational,4,04,ela,01,1.82913542277748,62,264,4,256.84139488909,270.531594960098,1.65297928714983,4.08417842924336,0.494820457373487,6.84510003550398,1.11917046176616,2.18678811253351,0.533808825383677,263.601336453466,263.601336453466,
Operational,4,04,ela,01,2.06037388021599,63,266,4,259.623131386626,274.07713058247,1.90243770688452,3.74513257095568,0.516733243372371,7.22699959792195,1.34498952225317,2.45988589151587,0.557448184631347,266.839970311148,266.839970311148,
Operational,4,04,ela,01,2.3112308123834,64,270,4,262.805982992718,277.900762452195,2.17306039902307,3.44357878345397,0.538883626703339,7.54738972973865,1.59171653681512,2.75440426123101,0.581343862207947,270.353372722457,270.353372722457,
Operational,4,04,ela,01,2.58465563646361,65,274,4,266.319504814651,280,2.4680291740566,3.17240531156566,0.561442992697558,7.86334723666047,1.86234842665459,3.07370992145862,0.605680747402014,274.182852051311,274.182852051311,
Operational,4,04,ela,01,2.88574676918978,66,278,4,270.186380642071,280,2.79284416805893,2.90772966742532,0.586439191345908,8.2134340524637,2.16019769755331,3.42549063856455,0.632646470505619,278.399814694535,278.399814694535,
Operational,4,04,ela,01,3.22430621236526,67,280,4,270.323911706337,280,3.1580797115596,2.60766711743927,0.619261277984687,8.6731271426427,2.49002500508838,3.82613441803082,0.668054706471222,283.14154359055,280,
Operational,4,04,ela,01,3.61952512473778,68,280,4,270.323911706337,280,3.58443909149071,2.22783423748632,0.669974947020711,9.38340261933769,2.86167483593837,4.30720334704306,0.722764255552341,288.676822475319,280,
Operational,4,04,ela,01,3.99999999999992,69,280,4,270.323911706337,280,3.99489270799991,1.8577708874471,0.733675342635966,10,3.20340891417232,4.7863765018275,0.791483793827593,294.005602240895,280,
Operational,4,04,ela,01,3.99999999999992,70,280,4,270.323911706337,280,3.99489270799991,1.8577708874471,0.733675342635966,10,3.20340891417232,4.7863765018275,0.791483793827593,294.005602240895,280,
Operational,4,04,ela,01,3.99999999999992,71,280,4,270.323911706337,280,3.99489270799991,1.8577708874471,0.733675342635966,10,3.20340891417232,4.7863765018275,0.791483793827593,294.005602240895,280,
