GRADE,CONTENT_AREA,SCALE_SCORE,SCALE_SCORE_CSEM
4,SOCIAL_STUDIES,764,9
4,SOCIAL_STUDIES,767,9
4,SOCIAL_STUDIES,770,9
4,SOCIAL_STUDIES,773,9
4,SOCIAL_STUDIES,775,9
4,SOCIAL_STUDIES,778,8
4,SOCIAL_STUDIES,780,8
4,SOCIAL_STUDIES,783,8
4,SOCIAL_STUDIES,785,8
4,SOCIAL_STUDIES,787,8
4,SOCIAL_STUDIES,790,8
4,SOCIAL_STUDIES,792,8
4,SOCIAL_STUDIES,794,8
4,SOCIAL_STUDIES,796,8
4,SOCIAL_STUDIES,800,8
4,SOCIAL_STUDIES,801,8
4,SOCIAL_STUDIES,803,8
4,SOCIAL_STUDIES,805,8
4,SOCIAL_STUDIES,808,8
4,SOCIAL_STUDIES,810,8
4,SOCIAL_STUDIES,812,8
4,SOCIAL_STUDIES,814,8
4,SOCIAL_STUDIES,817,8
4,SOCIAL_STUDIES,819,8
4,SOCIAL_STUDIES,821,8
4,SOCIAL_STUDIES,824,8
4,SOCIAL_STUDIES,826,8
4,SOCIAL_STUDIES,829,9
4,SOCIAL_STUDIES,831,9
4,SOCIAL_STUDIES,834,9
4,SOCIAL_STUDIES,837,9
4,SOCIAL_STUDIES,840,9
4,SOCIAL_STUDIES,843,9
4,SOCIAL_STUDIES,846,10
4,SOCIAL_STUDIES,850,10
4,SOCIAL_STUDIES,853,10
4,SOCIAL_STUDIES,857,11
4,SOCIAL_STUDIES,861,11
4,SOCIAL_STUDIES,865,12
4,SOCIAL_STUDIES,871,13
4,SOCIAL_STUDIES,877,14
4,SOCIAL_STUDIES,884,15
4,SOCIAL_STUDIES,893,17
4,SOCIAL_STUDIES,905,21
4,SOCIAL_STUDIES,926,29
4,SOCIAL_STUDIES,950,44
5,SOCIAL_STUDIES,650,45
5,SOCIAL_STUDIES,676,29
5,SOCIAL_STUDIES,697,21
5,SOCIAL_STUDIES,709,17
5,SOCIAL_STUDIES,718,15
5,SOCIAL_STUDIES,725,14
5,SOCIAL_STUDIES,731,13
5,SOCIAL_STUDIES,737,12
5,SOCIAL_STUDIES,741,11
5,SOCIAL_STUDIES,746,11
5,SOCIAL_STUDIES,749,10
5,SOCIAL_STUDIES,753,10
5,SOCIAL_STUDIES,756,10
5,SOCIAL_STUDIES,760,9
5,SOCIAL_STUDIES,763,9
5,SOCIAL_STUDIES,765,9
5,SOCIAL_STUDIES,768,9
5,SOCIAL_STUDIES,771,9
5,SOCIAL_STUDIES,773,9
5,SOCIAL_STUDIES,776,8
5,SOCIAL_STUDIES,778,8
5,SOCIAL_STUDIES,781,8
5,SOCIAL_STUDIES,783,8
5,SOCIAL_STUDIES,785,8
5,SOCIAL_STUDIES,787,8
5,SOCIAL_STUDIES,790,8
5,SOCIAL_STUDIES,792,8
5,SOCIAL_STUDIES,794,8
5,SOCIAL_STUDIES,796,8
5,SOCIAL_STUDIES,798,8
5,SOCIAL_STUDIES,800,8
5,SOCIAL_STUDIES,803,8
5,SOCIAL_STUDIES,805,8
5,SOCIAL_STUDIES,807,8
5,SOCIAL_STUDIES,809,8
5,SOCIAL_STUDIES,811,8
5,SOCIAL_STUDIES,813,8
5,SOCIAL_STUDIES,815,8
5,SOCIAL_STUDIES,818,8
5,SOCIAL_STUDIES,820,8
5,SOCIAL_STUDIES,822,8
5,SOCIAL_STUDIES,825,8
5,SOCIAL_STUDIES,827,8
5,SOCIAL_STUDIES,830,9
5,SOCIAL_STUDIES,832,9
5,SOCIAL_STUDIES,835,9
5,SOCIAL_STUDIES,838,9
5,SOCIAL_STUDIES,841,9
5,SOCIAL_STUDIES,844,10
5,SOCIAL_STUDIES,850,10
5,SOCIAL_STUDIES,851,10
5,SOCIAL_STUDIES,854,11
5,SOCIAL_STUDIES,858,11
5,SOCIAL_STUDIES,863,12
5,SOCIAL_STUDIES,868,13
5,SOCIAL_STUDIES,874,14
5,SOCIAL_STUDIES,881,15
5,SOCIAL_STUDIES,890,17
5,SOCIAL_STUDIES,902,21
5,SOCIAL_STUDIES,923,29
5,SOCIAL_STUDIES,950,46
6,SOCIAL_STUDIES,650,30
6,SOCIAL_STUDIES,650,30
6,SOCIAL_STUDIES,660,27
6,SOCIAL_STUDIES,676,22
6,SOCIAL_STUDIES,688,20
6,SOCIAL_STUDIES,697,18
6,SOCIAL_STUDIES,705,16
6,SOCIAL_STUDIES,712,15
6,SOCIAL_STUDIES,718,15
6,SOCIAL_STUDIES,724,14
6,SOCIAL_STUDIES,729,13
6,SOCIAL_STUDIES,733,13
6,SOCIAL_STUDIES,738,13
6,SOCIAL_STUDIES,742,12
6,SOCIAL_STUDIES,746,12
6,SOCIAL_STUDIES,749,12
6,SOCIAL_STUDIES,753,11
6,SOCIAL_STUDIES,756,11
6,SOCIAL_STUDIES,760,11
6,SOCIAL_STUDIES,763,11
6,SOCIAL_STUDIES,766,11
6,SOCIAL_STUDIES,769,11
6,SOCIAL_STUDIES,772,11
6,SOCIAL_STUDIES,775,10
6,SOCIAL_STUDIES,778,10
6,SOCIAL_STUDIES,781,10
6,SOCIAL_STUDIES,784,10
6,SOCIAL_STUDIES,787,10
6,SOCIAL_STUDIES,790,10
6,SOCIAL_STUDIES,792,10
6,SOCIAL_STUDIES,795,10
6,SOCIAL_STUDIES,800,10
6,SOCIAL_STUDIES,801,10
6,SOCIAL_STUDIES,803,10
6,SOCIAL_STUDIES,806,10
6,SOCIAL_STUDIES,809,10
6,SOCIAL_STUDIES,812,10
6,SOCIAL_STUDIES,815,10
6,SOCIAL_STUDIES,818,10
6,SOCIAL_STUDIES,821,11
6,SOCIAL_STUDIES,824,11
6,SOCIAL_STUDIES,827,11
6,SOCIAL_STUDIES,830,11
6,SOCIAL_STUDIES,833,11
6,SOCIAL_STUDIES,837,11
6,SOCIAL_STUDIES,840,11
6,SOCIAL_STUDIES,844,12
6,SOCIAL_STUDIES,850,12
6,SOCIAL_STUDIES,852,12
6,SOCIAL_STUDIES,856,13
6,SOCIAL_STUDIES,860,13
6,SOCIAL_STUDIES,865,14
6,SOCIAL_STUDIES,871,14
6,SOCIAL_STUDIES,877,15
6,SOCIAL_STUDIES,883,16
6,SOCIAL_STUDIES,891,18
6,SOCIAL_STUDIES,900,19
6,SOCIAL_STUDIES,912,22
6,SOCIAL_STUDIES,928,27
6,SOCIAL_STUDIES,954,37
6,SOCIAL_STUDIES,980,52
7,SOCIAL_STUDIES,650,31
7,SOCIAL_STUDIES,650,31
7,SOCIAL_STUDIES,663,26
7,SOCIAL_STUDIES,679,22
7,SOCIAL_STUDIES,690,19
7,SOCIAL_STUDIES,700,17
7,SOCIAL_STUDIES,707,16
7,SOCIAL_STUDIES,714,15
7,SOCIAL_STUDIES,720,14
7,SOCIAL_STUDIES,725,14
7,SOCIAL_STUDIES,730,13
7,SOCIAL_STUDIES,734,13
7,SOCIAL_STUDIES,739,12
7,SOCIAL_STUDIES,743,12
7,SOCIAL_STUDIES,746,12
7,SOCIAL_STUDIES,750,11
7,SOCIAL_STUDIES,754,11
7,SOCIAL_STUDIES,757,11
7,SOCIAL_STUDIES,760,11
7,SOCIAL_STUDIES,763,11
7,SOCIAL_STUDIES,766,11
7,SOCIAL_STUDIES,769,10
7,SOCIAL_STUDIES,772,10
7,SOCIAL_STUDIES,775,10
7,SOCIAL_STUDIES,778,10
7,SOCIAL_STUDIES,781,10
7,SOCIAL_STUDIES,784,10
7,SOCIAL_STUDIES,787,10
7,SOCIAL_STUDIES,789,10
7,SOCIAL_STUDIES,792,10
7,SOCIAL_STUDIES,795,10
7,SOCIAL_STUDIES,798,10
7,SOCIAL_STUDIES,800,10
7,SOCIAL_STUDIES,803,10
7,SOCIAL_STUDIES,806,10
7,SOCIAL_STUDIES,809,10
7,SOCIAL_STUDIES,811,10
7,SOCIAL_STUDIES,814,10
7,SOCIAL_STUDIES,817,10
7,SOCIAL_STUDIES,820,10
7,SOCIAL_STUDIES,823,10
7,SOCIAL_STUDIES,826,11
7,SOCIAL_STUDIES,829,11
7,SOCIAL_STUDIES,832,11
7,SOCIAL_STUDIES,836,11
7,SOCIAL_STUDIES,839,11
7,SOCIAL_STUDIES,843,12
7,SOCIAL_STUDIES,850,12
7,SOCIAL_STUDIES,851,12
7,SOCIAL_STUDIES,855,13
7,SOCIAL_STUDIES,859,13
7,SOCIAL_STUDIES,864,14
7,SOCIAL_STUDIES,870,14
7,SOCIAL_STUDIES,875,15
7,SOCIAL_STUDIES,882,16
7,SOCIAL_STUDIES,890,17
7,SOCIAL_STUDIES,899,19
7,SOCIAL_STUDIES,910,22
7,SOCIAL_STUDIES,926,26
7,SOCIAL_STUDIES,952,37
7,SOCIAL_STUDIES,980,53
8,SOCIAL_STUDIES,650,31
8,SOCIAL_STUDIES,650,31
8,SOCIAL_STUDIES,667,25
8,SOCIAL_STUDIES,682,21
8,SOCIAL_STUDIES,693,18
8,SOCIAL_STUDIES,702,17
8,SOCIAL_STUDIES,709,15
8,SOCIAL_STUDIES,716,14
8,SOCIAL_STUDIES,721,14
8,SOCIAL_STUDIES,727,13
8,SOCIAL_STUDIES,731,13
8,SOCIAL_STUDIES,736,12
8,SOCIAL_STUDIES,740,12
8,SOCIAL_STUDIES,744,11
8,SOCIAL_STUDIES,747,11
8,SOCIAL_STUDIES,751,11
8,SOCIAL_STUDIES,754,11
8,SOCIAL_STUDIES,758,11
8,SOCIAL_STUDIES,761,10
8,SOCIAL_STUDIES,764,10
8,SOCIAL_STUDIES,767,10
8,SOCIAL_STUDIES,770,10
8,SOCIAL_STUDIES,773,10
8,SOCIAL_STUDIES,775,10
8,SOCIAL_STUDIES,778,10
8,SOCIAL_STUDIES,781,10
8,SOCIAL_STUDIES,784,10
8,SOCIAL_STUDIES,786,10
8,SOCIAL_STUDIES,789,10
8,SOCIAL_STUDIES,792,10
8,SOCIAL_STUDIES,794,10
8,SOCIAL_STUDIES,797,10
8,SOCIAL_STUDIES,800,10
8,SOCIAL_STUDIES,802,10
8,SOCIAL_STUDIES,805,10
8,SOCIAL_STUDIES,808,10
8,SOCIAL_STUDIES,810,10
8,SOCIAL_STUDIES,813,10
8,SOCIAL_STUDIES,816,10
8,SOCIAL_STUDIES,819,10
8,SOCIAL_STUDIES,822,10
8,SOCIAL_STUDIES,824,10
8,SOCIAL_STUDIES,827,10
8,SOCIAL_STUDIES,831,10
8,SOCIAL_STUDIES,834,11
8,SOCIAL_STUDIES,837,11
8,SOCIAL_STUDIES,841,11
8,SOCIAL_STUDIES,844,11
8,SOCIAL_STUDIES,850,12
8,SOCIAL_STUDIES,852,12
8,SOCIAL_STUDIES,856,12
8,SOCIAL_STUDIES,861,13
8,SOCIAL_STUDIES,866,14
8,SOCIAL_STUDIES,872,14
8,SOCIAL_STUDIES,878,15
8,SOCIAL_STUDIES,885,16
8,SOCIAL_STUDIES,894,18
8,SOCIAL_STUDIES,905,21
8,SOCIAL_STUDIES,919,25
8,SOCIAL_STUDIES,944,35
8,SOCIAL_STUDIES,990,67
